Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Televisión|RPP|Central de Informaciones |El once de enero vence plazo para inscribir fórmulas presidenciales (RPP TV)|Entrevista. Hasta el próximo 11 de enero tienen plazo los partidos políticos para solicitar la inscripción de su fórmula presidencial ante el JEE. Gerardo Távara, secretario general de Transparencia, señaló que tenemos 19 partidos inscritos, 9 en cola y 100 que compraron kits electorales ante la ONPE en los últimos doce meses. Manifestó que de las 17 planchas presidenciales presentadas hasta el momento no hay ninguna formalmente inscritas. Távara señaló que los partidos Perú Libertario de Vladimir Cerrón, Perú Nación de Francisco Diez-Canseco y Progreso y Obras de Fernando Olivera estarían cerca a alcanzar su inscripción ante el JNE en el plazo requerido y por lo tanto presentar su fórmula presidencial. En otro momento, opinó sobre la presentación de Fudepp que no es otro partido que el Movadef. El invitado informó también sobre las herramientas que tienen los ciudadanos para conocer a los candidatos que se presentan a estas elecciones.|23/12/2015|2682.94||607||Gerardo Távara Castillo|Vladimir Cerrón Rojas|Positivo|2015-12
Medio Impreso|Diario Uno|Diario Uno|El escenario para la izquierda - Carlos Bedoya|Parece que estoy viviendo un dejavu cuando veo cómo se ha plantado la izquierda de cara a las elecciones de abril. (...) Ollanta Humala y su nacionalismo pasaba a segunda vuelta con más del 30 por ciento y se ubicaba como primera minoría en el Parlamento (que luego perdería tras la ruptura con su aliado UPP y otras bajas congresales que sufrió al ser derrotado por García Pérez. (...) En primer lugar tenemos a Yehude Simon que irá con Rosa Mavila en la plancha. (...) La otra candidatura, que si bien es cierto es la que más emociona por su juventud y carisma es la de Verónika Mendoza, que se asemejaría la candidatura de PS de 2006. (...) ahora que queda claro que César Acuña ha logrado ubicarse en el segundo lugar de preferencias electorales con los votos que debió aglutinar la izquierda hace rato en lugar de mirarse el ombligo.|20/12/2015|2679.73|244.35|0|4|Carlos Alonso Bedoya|Vladimir Cerrón Rojas|Neutro|2015-12
