Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Web|Correo|diariocorreo.pe|Mónica Sánchez dedica estas duras palabras a Susana Villarán (VIDEO)|La reciente inclusión de la exalcaldesa de Lima, Susana Villarán, a la plancha presidencial del candidato del nacionalismo, Daniel Urresti, hizo que muchos de sus seguidores le mostrarán su descontento a través de las redes sociales. Es el caso de la actriz de Al Fondo Hay Sitio, Mónica Sánchez.|21/12/2015|702.1||0||Mónica Sánchez Cuadros|Daniel Urresti Elera|Neutro|2015-12
Web|Perú 21|peru21.pe|Carlos Basombrío: Uso y abuso de la presunción de inocencia|Todo esto viene a cuento por la cantidad de personas que hoy se vinculan a la política con procesos e investigaciones abiertas de distinto tipo y para quienes sus partidarios reclaman la presunción de inocencia. Evidentemente, esto es más grave para quienes aspiran a la presidencia. Al menos tres candidatos tienen procesos conocidos. Encabeza, por supuesto, Daniel Urresti, juzgado por homicidio calificado, pero también está César Acuña, con varios procesos judiciales y decenas de investigaciones fiscales, incluyendo lavado de activos.|27/12/2015|1874.83||0||Carlos Miguel Ramón Basombrío Iglesias|Daniel Urresti Elera|Negativo|2015-12
Web|Correo|diariocorreo.pe|Susana y Anel, por las mujeres - Iván Slocovich|Alucinante ver a Susana Villarán en la plancha de Daniel Urresti, pues la autoproclamada defensora de las mujeres y constante denunciante de acciones de “violencia de género” ha terminado de brazo derecho de un personaje que se hizo conocido en la política peruana por unos tuits en los que llamaba “trampa”, “amante”, “querida” y “amiga cariñosa” a algunas damas a las que ojalá la exalcaldesa de Lima hubiera salido a defender.. Pero no solo Villarán ha dejado por los suelos su antigua prédica en favor de la mujer y los derechos humanos, lo cual ha generado el rechazo hasta de sus antiguos escuderos, que por suerte esta vez no han salido a culpar a la prensa por los errores de quien antes era su ídolo. Anel Townsend, la amiga de la exalcaldesa, también ha dado un paso similar -al vacío- al irse con César Acuña, quien ayer la presentó como integrante de su plancha presidencial..|22/12/2015|702.1||0||Iván Slocovich Pardo|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|El Chino|El Chino|En enero empezará""lucha frontal"" por conquistar segundo ugar en encuestas|Los próximos meses de campaña electoral se caracterizarán por ser una ""lucha frontal’ por conquistar el segundo lugar de las preferencias electorales, en la que el factor Daniel Urresti jugará un rol importante, manifestó el analista político, Luis Benavente. El analista sostuvo que la diferencia entre la intención de voto de Keiko Fujimori (Fuerza Popular) y el resto de sus rivales de primera Iínea provocará que estos enfoquen sus esfuerzos en conquistar una segunda posición para, de ese modo, llegar a la segunda vuelta. Por tanto indicó que Pedro Pablo Kuczynski Alan García, Cesar Acuña y Alejandro Toledo, concentrarán sus estrategia de campaña en confrontar con sus oponentes directos para sumar más votos y alcanzar la segunda vuelta.|18/12/2015|1290.64|272.72|0|5|Luis Benavente Gianella|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Correo|Correo|Designación de Humala en jefatura del EP causa polémica|De forma, imprevista, ayer se dieron por concluidas las funciones del comandante general del Ejército, Carlos Vergara Ciapdak, y se nombró en su reemplazo al general de división EP Luis Humberto Ramos Hume. (...) En el mismo sentido, el legislador fujimorista Carlos Tubino señaló que el cambio de Vergara le parece inusual, ya que el ejecutivo dio a entender que el anterior era el último cuando asumió la Comandancia General del Ejército. (...) En este contexto, eso es peligroso, más aún si hay un candidato del oficialismo que es un general del Ejército en situación de retiro"", expresó Tubino en alusión a Daniel Urresti. (...) Los jefes del Ejército en el gobierno humalista. Paul da Silva Gamarra. Heredado del gobierno de Alan García. Solo un mes en el cargo.|26/12/2015|33890.02|3149.38|0|2|Carlos Mario del Carmen Tubino Arias-Schreiber|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Heduardicidios|Humor con referencia a Vladimiro Huaroc, Keiko, Hernando Nano Guerra, Castañeda, Susana Villaran y Daniel Urresti,|21/12/2015|951.04|111.79|0|4|Heduardo Rodríguez|Daniel Urresti Elera|Neutro|2015-12
Radio|Radio San Borja|San Borja|Comentario de Octavio Salazar sobre reciente encuesta de intención de voto presidencial (San Borja)|Enlace telefónico. El congresista de Fuerza Popular, Octavio Salazar, sostuvo que según una reciente encuesta de intención de voto presidencial, Keiko Fujimori mantiene una amplia ventaja sobre Pedro Pablo Kuczynski.|21/12/2015|93.09||87||Octavio Edilberto Salazar Miranda|Daniel Urresti Elera|Negativo|2015-12
Web|Exitosa|exitosadiario.pe|OPINIÓN - Juan Carlos Tafur: ""El migrante fujimorista""|¿A dónde podría ir el voto fujimorista duro resentido con la distancia que se ha empeñado en tomar Keiko Fujimori respecto de su padre y los referentes históricos de su partido? Si la lideresa de Fuerza Popular maneja mal la crisis desatada, podríamos estar ante el nacimiento del gran elector de esta contienda.. Visto en esa perspectiva, será tarea de los principales contendores ver cómo diseñan una estrategia capaz de seducir a esos votantes. Tanto PPK, como Acuña y Alan bien podrían asomarse como eventuales beneficiarios. Toledo difícilmente ganará algo, Urresti menos y ni qué decir de la izquierda.|19/12/2015|71.5|234.77|0||Juan Carlos Tafur|Daniel Urresti Elera|Neutro|2015-12
Televisión|Canal ATV Plus|Hora Clave|Entrevista a Augusto Rey, regidor de la Municipalidad de Lima por Fuerza Social (ATV+)|Entrevista. Augusto Rey, regidor de la Municipalidad de Lima por Fuerza Social, se mostró en desacuerdo con la decisión de Susana Villarán de formar parte de la plancha presidencial de Daniel Urresti; no obstante, le deseó lo mejor y espera que le quite votos al fujimorismo. En cuanto a la alianza entre el PPC y el APRA, indicó que todo responde a un cálculo político. Sobre Verónika Mendoza consideró que es una excelente persona pero aun le falta una visión de estadista. Finalmente, mencionó que el alcalde de Lima, Luis Castañeda Lossio, ha desbaratado todo el trabajo de la anterior gestión y aún no implementa nada.|22/12/2015|5110||1022||Augusto Rey Hernández de Agüero|Daniel Urresti Elera|Neutro|2015-12
Web|El Comercio|elcomercio.pe|Mónica Sánchez, decepcionada de Susana, Anel y Lourdes|Mónica Sánchez confesó estar desconcertada y decepcionada de la decisión que tomaron Lourdes Flores, Susana Villarán y Anel Townsend de sumarse a las planchas presidenciales de Alan García, Daniel Urresti y César Acuña, respectivamente...""Desconcierto y decepción. Lourdes, Anel y Susana diluidas y sometidas al sistema. Las causas no se negocian, los principios no valen votos"", manifestó en Twitter.|21/12/2015|5994.53||0||Mónica Sánchez Cuadros|Daniel Urresti Elera|Neutro|2015-12
Web|Canal N|canaln.pe|Familia de Hugo Bustíos: ""Alianza Urresti - Villarán es una vergüenza""|Los familiares del asesinado periodista Hugo Bustíos se pronunciaron sobre la incorporación de la exalcaldesa de Lima Susana Villarán a la plancha presidencial de Daniel Urresti, candidato del Partido Nacionalista.|22/12/2015|104||0||Sharmelí Bustíos Patiño|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|La República|La República|Cambalache - Nelson Manrique|El travestismo político de las últimas semanas es un momento notable de la crisis de representación que el Perú afronta desde los años 90. En la izquierda se vive el cierre, muy mal procesado, de un ciclo generacional. Por un lado, se ha agotado el impulso de la generación que formó la Izquierda Unida en los 80, después de 25 años de intentos infructuosos de “refundar” la izquierda. Por otro, emerge una nueva generación de dirigentes que mantienen lazos tenues con la generación anterior, cuyos integrantes están entre los 25 y 35 años, en que las mujeres tienen una participación muy destacada: Verónika Mendoza, Marisa Glave, Sigrid Bazán, Claudia Cisneros, y más. (...) El epicentro de la descomposición política en curso está constituido por el entorno de los colaboradores que rodearon a Susana Villarán en su gestión edil y en la lucha contra la revocatoria. En una breve enumeración destacan los casos de Nano Guerra García, propuesto por Villarán como candidato presidencial de Fuerza Social el 2011, que emigró primero al Partido Humanista de Yehude Simon, para luego recalar como candidato presidencial en el partido de Luis Castañeda Lossio, precisamente uno de los artífices del intento de revocatoria. Vladimiro Huaroc, ex-presidente de Fuerza Social, el partido fundado por Villarán, decidió incorporarse al equipo de Keiko Fujimori. Anel Townsend, dirigente en la campaña contra la revocatoria, se incorporó al partido de César Acuña (Yehude Simon afirmó en Twitter que Susana Villarán lo invitó a sumarse a este proyecto, y su afirmación no ha sido desmentida). Ahora se vocea la incorporación de Susel Paredes y Augusto Rey al partido de PPK. Ya ellos se encargarán de negarlo o confirmarlo.|29/12/2015|3594.34|428.44|0|5|Gabriela Wiener|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|Expreso|Expreso|Martha Chávez|Ahora las amiguitas del té de tías de Nadine pretenden que no están de acuerdo con la dupla Urresti-Villarán.|23/12/2015|104.34|17.81|0|6|Martha Gladys Chávez Cossío|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|La República|La República|Sobre las planchas - Martín Tanaka|Mucho que comentar sobre la reciente inscripción de “planchas” presidenciales. De un lado, distinguiría las alianzas partidarias de los “jales” individuales. Las primeras, por basarse en lógicas colectivas, tienen un carácter ligeramente más institucional. Digo ligeramente porque algunas son puramente oportunistas, como la de Solidaridad Nacional con Unión por el Perú, o la de Restauración Nacional con Alianza para el Progreso. Otras son fruto de un interés entendible, pero difícil de justificar, como la del APRA y el PPC. García busca relanzar una candidatura que no despega apoyándose en el aura de republicanismo que vagamente puede reconocerse todavía en el PPC, mientras que para este de lo que se trata es de simplemente subsistir, en un contexto en el que otros (Pero Pablo Kuczynski) no quisieron recibirlos. Respecto a los “jales”, en principio buscan equilibrar o compensar limitaciones de la figura presidencial; y del lado de los acompañantes, la ganancia es vincularse al poder, por supuesto. Las “planchas” de K. Fujimori, Kuczynski, Acuña y García siguen claramente esa lógica.|27/12/2015|1312.26|229.26|0|6|Martín Tanaka|Daniel Urresti Elera|Neutro|2015-12
Web|Expreso|expreso.com.pe|Nadine no postula al Congreso por estrategia legal|La negativa de Nadine Heredia a integrar la lista congresal del Partido Nacionalista se debe a que una probable presencia suya en el Parlamento la iba a exponer mucho más en lo que respecta a las acusaciones fiscales que afronta sobre los aportes a su agrupación política y además porque podría perjudicar la candidatura de Daniel Urresti, indicaron parlamentarios de diversas bancadas.|22/12/2015|52||0||Yonhy Lescano Ancieta|Daniel Urresti Elera|Neutro|2015-12
Televisión|Canal N|De 6 a 9|Entrevista al sociólogo Carlos Monge sobre planchas presidenciales (Canal N)|Entrevista. El sociólogo Carlos Monge realizó un análisis de la campaña electoral y las planchas presidenciales de los candidatos con miras a los comicios generales del 2016. Asimismo, se refirió acerca de la renuncia de la ex funcionaria municipal Susel Paredes al Frente Amplio. En otro momento, cuestionó que exista cerca de 20 planchas presidenciales y recordó parte del gobierno de Alberto Fujimori. Lamentó, además, que el Congreso haya rechazado lo fundamental en la propuesta alcanzada por los organismos electorales. Tras cuestionar la integración de Susana Villarán a la fórmula de Daniel Urresti, el analista opinó que la coalición entre el Apra y el PPC es una “alianza de sobrevivivencia”. Finalmente, dijo que el candidato presidencial César Acuña está “encarnando el discurso del emprendedurismo”, como lo fue Alejandro Toledo en su momento, puntualizó. “Acuña encarna al Perú informal, al que surge desde abajo y emergente (…) Creo que seguirá creciendo y que en el fondo encarna lo mismo que PPK”, acotó.|24/12/2015|13832||988||Carlos Monge|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Extra|Extra|Causó indignación|Sharmely Bustíos, hija del desaparecido Hugo Bustíos, afirmó que la incorporación de Susana Villarán a la plancha de Daniel Urresti les generó indignación a ella y a su madre Margarita Patiño. ""Es indignación lo que sentimos, los derechos humanos no se negocian"", indicó.|22/12/2015|168|42.95|0|4|Sharmelí Bustíos Patiño|Daniel Urresti Elera|Negativo|2015-12
Web|La República|larepublica.pe|Villarán se relanza - Mirko Lauer|Más allá de los latigazos éticos que le caen desde todas partes, ¿qué significa la presencia de Susana Villarán en la plancha del nacionalismo, y probablemente en lo alto de su lista parlamentaria? Si la idea fue contrapesar la imagen autoritaria y adusta (a pesar de las bromas) de Daniel Urresti, Villarán va a tener que trabajar bastante.|23/12/2015|1014.43||0||Mirko Lauer|Daniel Urresti Elera|Neutro|2015-12
Web|Andina|andina.com.pe|Lourdes Flores: Se continuará las buenas cosas del gobierno y acelerará crecimiento|La lideresa del Partido Popular Cristiano (PPC), Lourdes Flores Nano, señaló hoy que la Alianza Popular formada con el Apra para las próximas elecciones, continuará con las buenas cosas del gobierno actual y acelerará el crecimiento económico del país...“Si queremos hacer algo nuevo en política, tiene que ser también con continuidad de las buenas cosas y cambio, pero necesitamos ponerle fierro a fondo al acelerador (del crecimiento) de todas maneras”, subrayó. (...) En lo que respecta a los cuestionamientos de la alianza impulsada por Lourdes Flores, pese a ella haber señalado acusaciones contra el expresidente Alan García por el caso del Banco Internacional de Crédito y Comercio (BCCI), señaló que el Poder Judicial ya zanjó ese tema, y quedó atrás. .|19/12/2015|98.6||0||Lourdes Flores Nano|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|Expreso|Expreso|""Somos un partido sin militantes presos""|Entrevista a Victor A. García. Belaunde, congresista de AP. -¿Qué hará un eventual gobierno acciopopulista? ""Las grandes reformas del Poder Judicial, Fiscalía, Consejo Nacional de la Magistratura, Tribunal Constitucional, de la Policía Nacional. Mientras haya corrupción en estas instituciones no podrá haber seguridad"". -¿Qué opina de candidaturas como la de César Acuña de Alianza Para el Progreso? ""Es una candidatura mercantilista, es la actividad fenicia en la política es una candidatura que ha crecido en base a la compra"". -¿Concuerda con la investigación que hará el Jurado Electoral Especial a APP por el supuesto uso de sus universidades con fines proselitistas? ""Está bien, pero es tardía. Hay que prohibirle a las universidades que gasten dinero que no tenga nada que ver con su función, como equipos de fútbol, partidos políticos, porque la actividad universitaria ha sido exonerada de impuestos por el fujimorismo"".|29/12/2015|4456.18|726.75|0|8|Víctor Andrés García Belaúnde|Daniel Urresti Elera|Neutro|2015-12
Web|Trome|trome.pe|Elecciones 2016: Keiko Fujimori y Alan García bajan en encuesta|La última encuesta nacional urbano rural de GFK arrojó que Keiko Fujimori (Fuerza Popular) y Alan García (Apra-PPC) bajaron ligeramente en su intención de voto con miras a las Elecciones 2016. En tanto, Pedro Pablo Kuczynski (PPK) y César Acuña (Alianza Para el Progreso) subieron.|20/12/2015|1979.63||0||Hernán Chaparro|Daniel Urresti Elera|Neutro|2015-12
Web|Correo|diariocorreo.pe|El deporte más practicado en la campaña electoral: el transfuguismo|El analista Víctor Andrés Ponce explica por qué muchos optan por cambiar de partido político cada cierto tiempo. A su juicio, la democracia en el Perú carece de un sistema de partidos políticos...“Cuando se habla de una democracia más o menos estable, se habla de un sistema de partidos. En el Perú existe una política sobre la base de personalidades”, sostuvo para marcar la diferencia entre lo que sucede en el país y en el exterior...“Ese tipo de liderazgo lo representan Keiko (Fujimori), PPK, (Alan) García, incluso (César) Acuña y (Alejandro) Toledo. Detrás de ellos no hay una idea de institucionalidad”, precisó.|25/12/2015|702.1||0||Víctor Andrés Ponce|Daniel Urresti Elera|Neutro|2015-12
Web|Correo|diariocorreo.pe|¡Ay, la izquierda! - Mario Saldaña|Hace una semana nos preparábamos para sentenciar que la alianza APRA/PPC sería lo más extraño, polémico y criticable de esta campaña. Pero claro, nos olvidábamos de ese sector de la política peruana tan incoherente como disperso y cuasi inexistente electoralmente, y tan oportunista como camaleónico y advenedizo al momento de justificar cualquier posición, cualquiera, la que sea...Si lo de Vladimiro Huaroc con el fujimorismo y lo de Anel Townsend con Acuña encontraba la mayor parte de sustento en las necesidades (o acaso debilidades) de los candidatos presidenciales, la presencia de Susana Villarán en la plancha nacionalista junto con Daniel Urresti supera cualquier cálculo; y, lo que es peor, la defensa de tal decisión por parte de Nadine Heredia alcanza niveles indescriptibles.|22/12/2015|702.1||0||Mario Saldaña Castro|Daniel Urresti Elera|Negativo|2015-12
Radio|Radio San Borja|Agenda Central|Entrevista al analista político, José Manuel Saavedra (San Borja)|Entrevista. El analista político, José Manuel Saavedra, se refirió a la última encuesta de CIT Lima-Callao, post CADE, y explicó que en esta se refleja un bajón en César Acuña, quien está ubicado en cuarto puesto. Asimismo informó que la candidata Keiko Fujimori también bajó “un poquito”, pues el mes pasado se acercó mucho al 38 %, sin embargo, los comentarios sobre su padre pueden haber ocasionado su baja a 34 %, mientras que Pedro Pablo Kuczynski, se mantiene firme con un 17 % en intención de voto, sin embargo esta se podría ver afectada por la alianza entre PPC y APRA. Comentó además el panorama en torno a César Acuña, quien perjudicó su imagen tras la denuncia por violacón. Con respecto a los nuevos candidatos, habló sobre Renzo Reggiardo, quien cuenta con un 3 %, así como la aparición de Francisco Diez Canseco y Ricardo Belmont.|15/12/2015|983.33||919||José Manuel Saavedra Molina|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Expreso|Expreso|En busca de los líderes del 2016 - Fabiola Morales|Cuando empieza un nuevo año, como cuando se inicia un año electoral con la promesa de nuevas autoridades, es inevitable esperar que los cambios sean para bien. Pero, sin nuestra intervención y esfuerzo, no es posible. Tampoco en la política. En estas elecciones que se avecinan, se evidencia más que nunca la muerte de las ideologías, por eso es posible una alianza entre el Apra y el PPC, la presencia de Huaroc en la plancha presidencia del fujimorismo, un Urresti de la mano con Villarán en el nacionalismo y una Anel junto a Acuña.|27/12/2015|1957.53|268.06|0|11|Fabiola Morales Castillo|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Ex aliados le dan con palo a Villarán por respaldar a Urresti|Le Ilovió sobre mojado Cuando no se había disipado aún el rechazo a su inesperada in corporación a la plancha presidencial del Partido Nacionalista (PNP), nuevas críticas surgieron en contra de Susana Villarán. Ayer, su declaración para proclamar la inocencia de Daniel Urresti en el caso de asesinato del periodista Hugo Bustíos-juicio que aún continúa en trámite-le costó a la ex alcaldesa el repudio generalizado, y no precisamente de sus ocasionales detractores, sino de quienes fueron sus más cerca nos colaboradoras y aliados ideológicos. (...) Eduardo Zegarra, quien fue su teniente alcalde en la Municipalidad de Lima, incluso, no dudó en reclamarle que guarde silencio frente al caso Bustios. ""No compete a ningún político en campaña salir a declarar sobre inocencia o no de Urresti, respeten derechos de víctimas a un juicio justo"", escribió.|22/12/2015|6751.58|788.37|0|2|Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Radio|Radio San Borja|No hay Derecho|Entrevista al analista Steve Lewinsky (San Borja)|Entrevista. El analista Steve Lewinsky, reconoció que no ha conversado con la lideresa Keiko Fujimori sobre sus planes con su padre, pues considera que es un dilema muy fuerte, ya que ella al hablar del caso siempre se refiere a la vía judicial, sin embargo “todos saben” que esta entidad no es independiente. Asimismo añadió que el expresidente Alberto Fujimori libre generaría “mucha presión”, para su hija, por lo que ella no “sabe qué hacer”, pues su objetivo es ser presidente. Con respecto a su puesto como primera dama, durante el gobierno de su padre, señaló que ella no fue consciente pues era joven, motivo por el cual considera que inició su carrera política hace apenas 10 años. Aseveró que “los peruanos deberían votar en contra de Keiko Fujimori”. Se refirió además a la evaluación a la que están siendo sometidos los congresistas fujimoristas más antiguos. Con respecto a la alianza entre el PPC y el APRA, expresó que mientras uno ayuda a cambiar la imagen de “corrupto”, el otro suma votos y logra el pase de la valla. Se refirió además a la participación de Anel Townsend en el partido. Lewinsky, añadió también que Pedro Pablo Kuczynski se encuentra sólido en la clase media alta, pero no tanto en el interior del país, sin embargo debe tener cuidado de candidatos como Daniel Urresti, aunque no cree que este último supere el 5 %.|17/12/2015|2147.49||2007||Steven Levitsky|Daniel Urresti Elera|Neutro|2015-12
Radio|RPP|RPP|Entrevista a la primera dama Nadine Heredia (RPP)|Vía telefónica. La primera dama Nadine Heredia comentó acerca de la oficialización de la plancha presidencial del nacionalismo de cara a los comicios generales del 2016. La misma está integrada por Daniel Urresti quien es acompañado por Susana Villarán en la primera vicepresidencia y Maciste Díaz en la segunda. Por su parte, la presidenta del Partido Nacionalista resaltó que dicha conformación tiene como finalidad continuar con las políticas del presidente Ollanta Humala en los sectores de salud, inclusión social, educación, infraestructura, economía. De otro lado, dijo que la exalcaldesa de Lima hizo frente al fujimorismo. También se refirió a la alianza entre el Apra y el Partido Popular Cristiano, argumentando que su plancha tendrá más “empuje”.|20/12/2015|9548||868||Nadine Heredia Alarcón|Daniel Urresti Elera|Positivo|2015-12
Radio|Radio San Borja|San Borja Noticias -Tarde |Víctor Andrés García Belaunde está decepcionado con Susana Villarán (San Borja)|El congresista de Acción Popular, Víctor Andrés García Belaunde, señaló que está decepcionado por la incorporación de Susana Villarán a la plancha presidencial de Daniel Urresti.|22/12/2015|32.1||30||Víctor Andrés García Belaúnde|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|La Karibeña|Karibeña Diario|Susana pone el pecho por Urresti|Ante la ola de criticas que recibe de parte de ciudadanos, adversarios y hasta de sus exdefensores políticos y activistas que apoyaron la campaña del No en contra de su revocatoria, la exalcaldesa de Lima Susana Villarán justificó su integración a la plancha presidencial del candidato del nacionalismo Daniel Urresti.|23/12/2015|1221.99|231.96|0|8|Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|La jugada de Palacio: objetivo de Urresti es arrancarle votos a Keiko|La candidatura de Daniel Urresti ha sido definida por los analistas y politólogos como""una jugada de laboratorio""del nacionalismo. Desde cualquier punto de vista por donde se la mire, la candidatura presidencial del ex ministro del Interior ha sido una jugada preparada y ensayada. Desde el momento en que siendo Ministro alcanzó altos índices de popularidad, hasta la renuncia del ""candidato mentiroso"" Milton von Hesse, la propuesta ha obedecido a un elaborado plan estratégico. (...) El reciente ""quiebre"" en Fuerza Popular, siguiendo el liderazgo de Keiko Fujimori, se produce precisamente por la necesidad del fujimorismo de responder a un electorado que busca respuestas en la izquierda y no en la derecha.|31/12/2015|2523.33|477.65|0|4|Fernando Tuesta Soldevilla|Daniel Urresti Elera|Neutro|2015-12
Web|Exitosa|exitosadiario.pe|¡Villarán pone las manos al fuego por Urresti!|La exalcaldesa de Lima y actual candidata a vicepresidenta del Partido Nacionalista, Susana Villarán, sorprendió a propios y extraños al poner prácticamente las manos al fuego por el exministro del Interior, Daniel Urresti, acusado de ser el autor mediato del asesinato del periodista Hugo Bustíos.. .En una entrevista para una radio local, Villarán dijo tener la convicción de que Urresti no es el autor material ni mediato de este crimen. La exburgomaestre calificó el proceso judicial que se le sigue al candidato presidencial nacionalista, por el homicidio de Bustíos Saavedra, como “serio y dramático”. Añadió que si en caso el Poder Judicial sentenciara a Urresti, este sería el primero en reconocer su culpabilidad..|22/12/2015|71.5||0||Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|""Inclusión de Meche Araóz confirma que Peruanos por el Kambio es el partido de lobbistas""|Entrevista a Marco Arana - Primer vicepresidente del Frente Amplio. Verónika Mendoza aparece en las encuestas con un 2%.¿ Qué evaluación hacen los sondeos? Siempre los consideramos. Estamos empezando la campaña electoral, no tenemos el presupuesto y los recursos de otros, pero creemos que tenemos una excelente candidata. ¿La candidatura de Gregorio Santos les quitará algunos votos? No pues ¡no hay comparación (risas). En principio Verónika Mendoza es una candidata joven con experiencia congresal y está en libertad. Es la única candidata mujer después de Keiko Fujimori.(..) ¿Qué significa la incorporación de Susana Villarán a la plancha de Daniel Urresti?-Me genera lo mismo que la alianza entre Alan y Lourdes, que la alianza entre vilcatoma y Huaroc con Fujimori, que Rospigliosi y PPK, y el señor Acuña con la señora Anel Towsend.(...) Usted señaló que le preocupa que César Acuña gane la presidencia y entre a saquear el estado.- Hay tres cosas graves.Que el señor Acuña está procesado por usar fondos públicos cunado fue alcalde para seguir votod. ¿El Poder Judicial está amarrado de manos o es cómplice? ¿El Jurado Nacional de Elecciones qué dice al respecto?(...) La incorporación de Meche Aráoz solo confirma que a pesar que el señor PPK intenta mostrarse como un hombre de izquierda lo único que muestra es que vuelve a sus orígenes, que es el lobbismo político.|26/12/2015|5696.71|762.28|0|7|Marco Antonio Arana Zegarra|Daniel Urresti Elera|Neutro|2015-12
Web|Expreso|expreso.com.pe|Villarán-Urresti: plancha quemada - Luis García Miró Elguera|En víspera de navidades se ha dejado ver el fustán de la veterana exalcaldesa limeña, responsable de haber quebrado el municipio capitalino y paralizado el stock de obras que quedaran pendientes de la gestión que heredó. Echando los evangelios por tierra, la exal­caldesa acaba de embarcarse en la plancha oficialista que encabeza Daniel Urresti, exministro del Interior hu­malista, a quien a lo largo de estos últimos años la cla­que caviar –de la cual orgullosa, intrínsecamente forma parte la exburgomaestre- viene denunciando como sis­temático violador de derechos humanos.|23/12/2015|52||0||Luis García Miró Elguera|Daniel Urresti Elera|Negativo|2015-12
Web|Perú 21|peru21.pe|Luis Galarreta: ""Postulación de Susana Villarán afea y resta puntos a candidatura de Daniel Urresti""|El tercer vicepresidente del Congreso, Luis Galarreta, sostuvo que la postulación de Susana Villarán a la primera vicepresidencia de la República por el Partido Nacionalista, lejos de sumarle votos a la plancha presidencial que encabeza Daniel Urresti “la afea y le resta puntos” por el “doble discurso y la doble moral” de la exburgomaestre capitalina.|21/12/2015|1874.83||0||Luis Fernando Galarreta Velarde|Daniel Urresti Elera|Negativo|2015-12
Web|Correo|diariocorreo.pe|La componenda electorera daña la democracia|Después de la alianza del Apra con el PPC, de la incorporación de Villarán a la plancha de Urresti, del cambio de partido de Guerra García, de la reafirmación de Keiko con los históricos del gobierno de su padre, y luego de la suma de Meche Aráoz a la plancha de PPK, y no sé cuántos cambios más, me quedan dando vueltas las siguientes preguntas :..¿Cuál es las visión de país que une a estos candidatos o agrupaciones políticas? Como la respuesta no es clara, surge la siguiente pregunta: ¿por qué quieren gobernar el Perú?|27/12/2015|702.1||0||Pedro José de Zavala|Daniel Urresti Elera|Negativo|2015-12
Radio|Exitosa|Exitosa Noticias|Entrevista al analista político Luis Benavente (Exitosa)|Vía telefónica. El analista político Luis Benavente comentó acerca de la campaña electoral y sobre las últimas encuestas. Sobre este último punto, no descartó que se den cambios en los porcentajes. En ese sentido, destacó el ascenso del candidato presidencial Julio Guzmán como ejemplo. Asimismo, consideró que la ciudadanía busca a otras opciones. Finalmente, se refirió acerca de la integración de la exalcaldesa Susana Villarán a la fórmula de Daniel Urresti.|21/12/2015|1455.3||770||Luis Benavente Gianella|Daniel Urresti Elera|Neutro|2015-12
Radio|RPP|La Rotativa del Aire (Primera Edición)|“El panorama del día” con Raúl Vargas (RPP)|En vivo. En “El panorama del día”, el director de noticias de RPP, Raúl Vargas, se pronunció sobre las 19 planchas presidenciales presentadas ante el Jurado Nacional de Elecciones de cara a los comicios generales del próximo año. Señaló que las alianzas más llamativas son las de Daniel Urresti con Susana Villarán, Keiko Fujimori con Vladimiro Huaroc y Alan García con Lourdes Flores Nano. Por otra parte, resaltó la portada de hoy del diario Perú 21 titulada “Y quién nos protege” referente a diversos casos de policías involucrados en hechos delincuenciales. Asimismo, comentó el titular del diario Correo respecto a que el Jurado Especial Electoral de Lima Centro decidió abrir proceso contra el partido del candidato presidencial César Acuña Peralta, Alianza para el Progreso, por violar las normas de propaganda electoral. Finalmente, Vargas Vega cuestionó que Petroperú afirme no tener mucho que ver en el aumento del precio de los combustibles al referirse a la denuncia que indica que los grifos aumentaron los margenes comerciales en gasoles hasta 129%.|22/12/2015|5522||502||Raúl Vargas Vega|Daniel Urresti Elera|Neutro|2015-12
Web|La República|larepublica.pe|Marco Arana: ""Peruanos por el Kambio es el partido de los lobbistas""|Durante una entrevista, el flamante miembro de la plancha presidencial de la candidatura Verónika Mendoza por el Frente Amplio cuestionó la incorporación de la exministra Mercedes Aráoz a la plancha de PPK así como las diversas fórmulas electorales con miras al 2016. (...) También se refirió a la candidatura de César Acuña señalando que debe muchas explicaciones por las diversas denuncias que enfrenta.|26/12/2015|1014.43|274.9|0||Marco Antonio Arana Zegarra|Daniel Urresti Elera|Neutro|2015-12
